word,phonetic,translation,tag
gymnastic,dʒim'næstik,"a. 体操的, 体育的",toefl
gymnastics,dʒim'næstiks,"n. 体操, 体育\n[医] 体操, 体育",gk toefl
gynaecocracy,",dʒaini'kɔkrәsi, ^ai-","n. 妇女当政, 女权政治",gre
gyrate,'dʒaireit,"a. 旋涡状的\nvi. 旋转, 不停地转动",gre
gyration,dʒai'reiʃәn,"n. 旋回, 回转, 旋转\n[医] 回旋, 环旋",toefl
ha,hɑ:,"interj. 嘿, 哈, 哈哈",gk
habit,'hæbit,"n. 习惯, 嗜好, 习性\nvt. 使穿衣",zk gk cet4 cet6 ky ielts
habitable,'hæbitәbl,"a. 适于居住的, 可居住的",gre
habitat,'hæbitæt,"n. 栖息地, 居留地, 自生地, 聚集处\n[医] 习生地, 产地, 生境, 栖所",ky toefl gre
habits,,n. 习性；习惯（habit的复数）,ielts
habitual,hә'hitʃuәl,"a. 习惯的, 惯常的, 平常的\n[法] 习惯的, 以习惯为常业的, 惯常的",cet4 cet6
habituate,hә'bitjueit,"vt. 使习惯于, 使熟习于",gre
hack,hæk,"n. 劈, 砍, 砍痕, 出租车, 干咳, 晒架, 鹤嘴锄\nvt. 劈, 砍, 出租, 用旧\nvi. 劈, 砍, 干咳, 驾驶出租车\na. 出租的",gre
hackneyed,'hæknid,"a. 使用过于频繁的, 常见的, 陈腐的",toefl gre
haft,hɑ:ft,"n. 柄, 把手\nvt. 装上柄",gre
haggard,'hægәd,"n. 野鹰\na. 憔悴的, 形容枯槁的, 野性的",gre
haggle,hægl,"vi. 争论, 杀价\nvt. 乱砍, 乱劈\nn. 杀价, 讨论, 争论",toefl gre
hail,heil,"n. 冰雹, 致敬, 欢呼, 招呼\nvt. 向...欢呼, 致敬, 招呼, 使象下雹样落下\nvi. 招呼, 下雹\ninterj. 万岁, 欢迎",cet6 ky toefl ielts gre
hair,hєә,"n. 头发, 毛发, 些微\n[医] 毛, 发",zk gk
haircut,'hєәkʌt,"n. 理发, (男子的)发式",gk cet4 cet6
halcyon,'hælsiәn,"n. 神翠鸟, 翡翠鸟\na. 宁静的, 平稳的, 翡翠鸟的",gre
hale,heil,"a. 强壮的, 矍铄的, 健壮的\nvt. 猛拉, 拖曳",gre
half,hɑ:f,"n. 一半, 半场, 不完全\na. 一半的, 不完全的, 部分的, 半场的\nadv. 一半地, 部分地, 在某种程度上地, 几乎",zk gk
halfhearted,'hɑ:f'hɑ:tid,"a. 不认真的, 无兴趣的, 不热心的",gre
hall,hɒ:l,"n. 门厅, 走廊, 会堂",zk gk cet4 cet6 ky toefl ielts
hallmark,'hɑ:lmɑ:k,"n. 纯度检验证明, 品质证明\nvt. 加盖纯度检验证明",toefl gre
hallow,'hælәu,"vt. 使...神圣, 视为神圣\nn. 圣徒",gre
hallowed,'hælәuid,"a. 神圣化的, 神圣的",gre
hallucination,hә.lu:si'neiʃәn,"n. 幻觉, 幻想\n[医] 幻觉",gre
hallway,'hɔ:lwei,n. 门厅；玄关；走廊,toefl
halo,'heilәu,"n. 晕轮, 光圈, 晕状物, 荣光\nvt. 使有晕轮, 围以光环\nvi. 成晕轮",gre
halt,hɒ:lt,"n. 停止, 立定, 休息\nvt. 使停止, 使立定\nvi. 立定, 停止, 蹒跚, 踌躇, 有缺点\n[计] 停止",cet4 cet6 ky toefl ielts
halting,'hɒ:ltiŋ,"a. 跛的, 蹒跚的, 犹豫的",gre
halve,hɑ:v,"vt. 二等分, 对半分享, 把...减半",cet6
ham,hæm,"n. 火腿, 后腿, 笨拙演员\na. 过火的, 做作的\nv. 演得过火",zk gk cet6 ky toefl
hamburger,'hæmbә:gә,"n. 汉堡(德国港口), 肉饼, 汉堡包, 纯精牛肉, 汉堡牛排",zk gk cet4 cet6 ky toefl
hamlet,'hæmlit,"n. 小村, 部落",toefl
hammer,'hæmә,"n. 锤, 铁锤, 钉锤\nvt. 锤打, 敲打, 钉\nvi. 连续锤打\n[计] 锤头",gk cet4 cet6 ky toefl gre
hamper,'hæpә,"n. 食篮, 阻碍物, 食盒\nvt. 阻碍, 使困累, 妨碍, 牵制",cet6 ky toefl ielts gre
hamstring,'hæmstriŋ,"n. 后腿腱\nvt. 切断腿腱使成跛腿, 使瘫痪",gre
hand,hænd,"n. 手, 爪, 指针, 掌握, 协助, 人手, 手艺, 手迹, 支配, 插手\nvt. 交给, 支持, 搀扶",zk gk ielts
handbag,'hændbæg,n. 手提包,zk gk
handball,'hændbɒ:l,"n. 墙手球, 墙手球运动",ielts
handbook,"'hænd,buk",n. 手册\n[计] 手册,cet6 ky ielts
handcrafted,ˈhændkrɑ:ftɪd,"v. 手工, 手艺( handcraft的过去式和过去分词 )",toefl
handedness,'hændidnis,[医] 左利或右利(偏于用一侧手工作),toefl
handful,'hændful,"n. 少数, 一把, 棘手事",gk cet4 cet6 ky toefl
handicap,'hændikæp,"n. 障碍, 困难, 不利条件\nvt. 加障碍于, 妨碍",cet6 ky toefl ielts
handicraft,'hændikræft,"n. 手工艺, 手艺\n[经] 手工业, 手工",toefl
handkerchief,'hæŋkәtʃif,"n. 手帕, 头巾, 围巾",gk cet4 cet6 ky
handle,hændl,"n. 柄, 把手, 把柄, 柄状物, 手感\nvt. 触摸, 运用, 买卖, 处理, 操作\nvi. 搬运, 易于操纵\nn. 句柄\n[计] 句柄",gk cet4 cet6 ky toefl gre
handling,'hændliŋ,n. 处理\na. 操作的,ielts
handout,'hændaut,"n. 施舍物, 救济品, 分发的印刷品资料, 广告物品",cet6 ielts
hands-on,,"[计] 动手上机, 实际训练",toefl
handsome,'hænsәm,"a. 英俊的, 大方的, 慷慨的, 相当可观的, 美观的, 灵敏的",zk gk cet4 cet6 ky ielts
handtruck,'hændtrʌk,"n. 手推车,手推运货车",gk
handwriting,'hændraitiŋ,n. 笔迹,zk gk cet4 cet6 ky
handy,'hændi,"a. 便利的, 敏捷的, 容易取得的\n[化] 便于使用的; 易操作的",gk cet4 cet6 ky toefl ielts
hang,hæŋ,"n. 悬挂, 诀窍, 意义\nvt. 悬挂, 附着, 装饰, 垂下, 踌躇, 绞死, 使悬而未决\nvi. 悬着, 垂下, 被绞死, 悬而不决",zk gk cet4 cet6 ky toefl ielts
hangar,'hæŋә,"n. 棚厂, 飞机库",gre
hangdog,'hæŋdɒg,"a. 鬼鬼祟祟的, 卑躬屈膝的, 低贱的\nn. 卑微的人",gre
hankering,'hæŋkәriŋ,"n. 渴望, 切望",gre
haphazard,hæp'hæzәd,"n. 偶然性, 偶然事件\na. 无计划的, 偶然的, 随便的\nadv. 偶然地",toefl ielts gre
happen,'hæpәn,"vi. 发生, 发生, 恰巧",zk gk cet4 ky
happily,'hæpili,"adv. 幸福地, 快乐地, 幸好",gk
happiness,'hæpinis,"n. 快乐, 幸运, 适当",gk cet4
happy,'hæpi,"a. 快乐的, 幸福的, 愉快的, 恰当的",zk gk
harangue,hә'ræŋ,"n. 演讲, 热烈讨论, 长篇大论, 夸夸其谈\nvt. 向...夸夸其谈地讲话",gre
harass,'hærәs,"vt. 使困扰, 使烦恼, 折磨",ky toefl ielts gre
harassment,'hærәsmәnt,"n. 困扰, 烦扰, 烦恼\n[法] 折磨, 骚扰, 侵扰",ky ielts
harbinger,'hɑ:bindʒә,"n. 通告者, 预告者, 先驱, 预兆\nvt. 预告, 充做...的前驱",gre
harbor,'hɑ:bә,"n. 港, 避难所\nv. 庇护, 藏匿, (使)入港停泊",cet6 ky toefl ielts gre
harbour,'hɑ:bә,"n. 港, 避难所\nv. 庇护, 藏匿, (使)入港停泊",gk cet4 cet6 ielts
hard,hɑ:d,"a. 坚硬的, 硬的, 难的, 艰苦的, 困难的, 坚固的, 猛烈的, 艰难的, 结实的, 确实的\nadv. 坚硬地, 努力地, 辛苦地, 接近地, 猛烈地, 牢固地",zk gk ielts
hard-working,,(hard-work 的现在分词) 努力工作；[劳经] 繁重的工作,ielts
hardbitten,ˌhɑ:dˈbɪtn,"a. 顽强的, 坚韧的",gre
harden,hɑ:dn,"vt. 使变硬, 使坚强, 使冷酷\nvi. 变硬, 变冷酷",cet4 cet6 ky toefl gre
hardheaded,'hɑ:d'hedid,"a. 不易激动的, 冷静的, 脚踏实地的, 无懈可击的",toefl gre
hardihood,'hɑ:dihud,"n. 胆大无敌, 刚毅, 厚颜, 强壮",gre
hardly,'hɑ:dli,"adv. 刚刚, 几乎不, 勉强是",zk gk cet4 cet6 ky toefl
hardness,'hɑ:dnis,"n. 坚硬, 困难, 严厉, 勇气\n[化] 硬度",toefl
hardship,'hɑ:dʃip,"n. 艰难, 辛苦, 苦难\n[法] 受苦, 吃苦, 苦难",gk cet4 cet6 ky toefl
hardware,'hɑ:dwєә,"n. 硬件, 五金器具, 零件\n[计] 硬件",cet4 cet6 ky toefl ielts
hardworking,'hɑ:d.wә:kiŋ,"a. 苦干的, 不辞辛劳的",gk
hardy,'hɑ:di,"a. 难的, 艰苦的, 坚硬的, 勇敢的\nadv. 努力地, 辛苦地, 坚硬地",cet6 toefl ielts gre
hare,hєә,n. 野兔\nvi. 飞跑,cet4 cet6
harm,hɑ:m,"n. 伤害, 害处\nvt. 伤害, 损害",gk cet4 cet6 ky toefl
harmful,'hɑ:mful,"a. 有害的, 伤害的",gk cet4 cet6 toefl ielts
harmless,'hɑ:mlis,"a. 无害处的, 未受损害的, 无辜的, 无恶意的\n[法] 无害的, 无恶意的, 无损害的",gk toefl
harmonic,hɑ:'mɒnik,"a. 和谐的, 音乐般的, 和声的\nn. 泛音, 谐波",toefl
harmonica,hɑ:'mɒnikә,"n. 口琴, 玻璃钟琴\n[医] 氢气发音管",toefl
harmonious,hɑ:'mәuniәs,"a. 和睦的, 调和的, 和谐的, 协调的",cet6 toefl
harmonize,'hɑ:mәnaiz,"vi. 协调, 以和声唱\nvt. 使一致, 使和谐",toefl
harmony,'hɑ:mәni,"n. 协调, 和睦, 调和\n[电] 和声学",gk cet4 cet6 ky toefl ielts gre
harness,'hɑ:nis,"n. 马具, 挽具状带子, 甲胄\nvt. 给...上挽具, 驾驭, 披上甲胄, 利用...以产生动力",cet4 cet6 ky toefl ielts gre
harp,hɑ:p,"n. 竖琴\nvi. 弹奏竖琴, 不停地说",cet6 gre
harpoon,hɑ:'pu:n,"n. 鱼叉\nvt. 用鱼叉叉, 用鱼叉捕获",gre
harpsichord,'hɑ:psikɒ:d,n. 羽管键琴,gre
harridan,'hæridәn,"n. 凶恶的老妇, 丑婆, 鬼婆",gre
harrow,'hærәu,"n. 哈罗公学, 耙\nvt. 耙掘, 伤害, 使苦恼\nvi. 被耙松",toefl gre
harrowing,'hærәuiŋ,"a. 痛心的, 悲惨的\n[医] 神经纤维松解法",gre
harry,'hæri,"vt. 掠夺, 使苦恼, 强使前行, 折磨, 骚扰",toefl gre
harsh,hɑ:ʃ,"a. 粗糙的, 刺耳的, 严厉的\n[法] 粗糙的, 严厉的, 苛刻的",cet4 cet6 ky toefl ielts gre
harshly,'hɑ:ʃli,"adv. 粗糙地, 粗暴地, 刺耳地",gre
harshness,'hɑ:ʃnis,"n. 粗糙事物, 刺耳, 严肃",toefl
harvest,'hɑ:vist,"n. 收获, 成果, 收获物, 收获期\nv. 收割, 收获",gk cet4 cet6 ky toefl
hassle,'hæsl,"n. 激烈而持久的争论\nvi. 争论\nvt. 与...争辩, 使烦恼",cet6 gre
haste,heist,"n. 匆忙, 急忙",cet4 cet6 ky toefl ielts
hasten,'heisn,"vt. 催促, 加紧\nvi. 赶快, 急忙",cet4 cet6 toefl gre
hasty,'heisti,"a. 匆匆的, 轻率的, 性怠的",cet4 cet6 ky toefl ielts gre
hat,hæt,n. 帽子\nvt. 给...戴帽子,zk gk ielts
hatch,hætʃ,"n. 孵化, 舱口\nvt. 孵, 孵出, 策划\nvi. 孵化",gk cet4 cet6 ky toefl ielts gre
hatchery,'hætʃәri,n. 孵卵处,toefl
hatchet,'hætʃit,"n. 斧头, 手斧, 战斧\n[机] 小斧, 手斧",toefl gre
hatchling,'hætʃliŋ,n. 人工孵化的鱼苗或小鸟,toefl
hate,heit,"n. 憎恨, 恨, 厌恶\nvt. 憎恨, 憎恶\nvi. 仇恨",zk gk cet4 cet6 ky
hateful,'heitful,"a. 憎恨的, 可恨的, 可恶的",cet4 cet6
hatred,'heitrid,"n. 憎恨, 仇恨, 憎恶\n[法] 敌意, 憎恨, 憎恶",cet4 cet6 ky toefl
hats,,abbr. 转换终端应用程序（Host Access Transformation Services）,ielts
haughty,'hɒ:ti,"a. 傲慢的, 骄傲的, 崇高的",cet6 toefl gre
haul,hɒ:l,"n. 用力拖拉, 拖运, 强拉, 捕获量, 拖运距离\nvi. 拖, 拉, 改变方向, 改变主意\nvt. 拖拉, 拖运",cet6 ky toefl ielts
haunt,hɒ:nt,"n. 常到的地方, 生息地\nvt. 常到, 出没于, 萦绕于\nvi. 出没, 作祟",cet6 toefl ielts gre
haunted,'hɔ:ntid,"a. 常出现鬼的, 闹鬼的",toefl
hauteur,әu'tә:,n. 傲慢；自大,gre
have,hæv,"vt. 有, 怀有, 拿, 进行\naux. 已经",zk gk
haven,'heivn,"n. 港, 避难所, 安息所\nvt. 安置...于港中, 庇护, 入港",toefl ielts gre
havoc,'hævәk,"n. 大破坏, 蹂躏\nvt. 严重破坏",ielts gre
hawk,hɒ:k,"n. 鹰, 掠夺者, 鹰派成员\nvi. 放鹰行猎, 像鹰一般地袭击, 清嗓, 咳嗽\nvt. 捕捉, 咳出, 兜售, 叫卖, 散播",gk cet4 cet6 ky ielts gre
hawker,'hɒ:kә,"n. 饲鹰者, 以鹰行猎者, 叫卖小贩\n[经] 推车叫卖小贩",gre
hawser,'hɒ:zә,"n. 大缆, 系船索, 曳船索",gre
hay,hei,"n. 干草\nvt. 制干草, 供给干草\nvi. 晒干草",gk cet4 cet6 ky toefl
hazard,'hæzәd,"n. 冒险, 危险, 机会\nvt. 冒...的危险, 赌运气, 使冒危险\n[计] 相关危险; 冒险",cet4 cet6 ky toefl ielts gre
hazardous,'hæzәdәs,"a. 危险的, 冒险的, 碰运气的\n[法] 危险的, 冒险的, 碰运气的",cet6 toefl ielts gre
haze,heiz,"n. 薄雾, 阴霾, 疑惑\nvt. 使变朦胧, 使变糊涂\nvi. 变朦胧, 变糊涂",toefl
hazel,'heizl,"n. 榛子, 榛树, 淡褐色\na. 榛树的, 淡褐色的",toefl
hazy,'heizi,"a. 朦胧的, 模糊的, 烟雾弥漫的",toefl
he,hi:,"pron. 他\nn. 男孩, 男人, 雄性动物",zk gk
head,hed,"n. 头, 头脑, 领袖, 脑袋, 最前的部分\nvt. 为首, 朝向, 前进, 用头顶\nvi. 朝特定方向行进, (作物)结穗\na. 头的, 在顶端的, 主要的\n[计] 磁头; 冲头",zk gk toefl
headache,'hedeik,"n. 头痛, 令人头痛之事\n[医] 头痛",zk gk cet4 cet6 ky ielts
heading,'hediŋ,"n. 标题, 起始字, 方向\n[计] 上标题",cet4 cet6 ky ielts
headline,'hedlain,"n. 大标题, 新闻摘要\nvt. 为...做标题, 写标题",gk cet4 cet6 ky
headlong,'hedlɒŋ,"a. 头向前的, 仓猝而用力的, 轻率的\nadv. 头向前地, 猛然地, 用力地",cet6 gre
headmaster,'hed'mɑ:stә,"n. (中小学)校长, 监工",gk cet4 cet6 ky ielts
headmistress,'hed'mistris,n. (中小学)女校长,gk
headquarters,hed'kwɒ:tәz,"n. 总部, 司令部, 总部人员\n[经] 本部, 总部, 总署",cet4 cet6 ky toefl
headstrong,'hedstrɒŋ,"a. 顽固的, 刚愎的, 任性的",toefl ielts gre
headteacher,hed'ti:tʃər,n. 中小学的校长,gk
headway,'hedwei,"n. 前进, 航行速度, 进展\n[经] 进尺, 钻井",gre
heal,hi:l,"vi. 痊愈\nvt. 使复原, 使和解, 治愈",cet4 cet6 ky toefl ielts gre
healing,'hi:liŋ,"a. 治愈的, 恢复健康的\n[计] 修复, 恢复",toefl
health,'helθ,"n. 健康, 卫生, 蓬勃, 健康状态\n[医] 健康",zk gk ielts
healthcare,'helθkεә,"n. 医疗保健；卫生保健；健康护理, 健康服务",ielts
healthful,'helθful,"a. 有益健康的, 使人健康的, 卫生的\n[法] 有益健康的, 健康的, 卫生的",toefl
healthy,'helθi,"a. 健康的, 有益健康的, 卫生的\n[医] 健康的",zk gk
heap,hi:p,"n. 堆, 许多, 累积\nvt. 堆积, 装满\n[计] 堆",gk cet4 cet6 ky ielts
hear,hiә,"vt. 听到, 倾听, 听说, 审理\nvi. 听见, 听",zk gk
hearing,'hiәriŋ,"n. 听, 听觉, 听讯\n[医] 听, 听觉",gk ky ielts
hearken,'hɑ:kәn,vi. 倾听,gre
hearsay,'hiәsei,"n. 传闻, 谣言",toefl gre
heart,hɑ:t,"n. 心, 心脏, 中心, 内心, 感情, 精神, 心情, 宝贝儿\nvt. 鼓励",zk gk ielts
heartbeat,'hɑ:tbi:t,n. 心跳,ielts
hearten,'hɑ:tn,"vt. 使振作, 激励\nvi. 振作",gre
hearth,hɑ:θ,"n. 炉床, 灶台, 炉边\n[化] 锻造炉; 敞炉; 炉缸; 炉床; 火床; 炉膛",cet6
heartrending,'hɑ:t.rendiŋ,"a. 令人心碎的, 悲惨的",gre
hearty,'hɑ:ti,"a. 诚恳的, 健壮的, 热烈的, 丰盛的",cet6
heat,hi:t,"n. 热, 热度, 体温, 高潮\nvi. 加热, 激昂, 加剧\nvt. 把...加热, 使激动",zk gk cet4 cet6 ky
heater,'hi:tә,"n. 加热器, 灯丝, 加热工\n[化] 加热器",cet6 ielts
heating,'hi:tiŋ,"n. 加热, 供热, 暖气设备, 供暖系统, 暖气装置\na. 加热的, 供暖的",cet4 cet6
heave,hi:v,"n. 举, 抛, 起伏, 鼓起\nvt. 用力举起, 使举起, 使鼓起\nvi. 抛出, 起伏, 喘息, 凸起",cet6 ky toefl ielts gre
heaven,'hevn,"n. 天堂, 上帝, 天空",zk gk cet4 cet6 ky toefl
heavenly,'hevnli,"a. 天上的, 神圣的, 天国似的",toefl
heavily,'hevili,"adv. 很重地, 严重地, 难以忍受地",gk cet4 cet6
heavy,'hevi,"a. 重的, 巨大的, 沉重的, 笨重的, 过度的\nadv. 沉重地\nn. 重物, 严肃角色",zk gk ielts
heavy-handedness,,笨手笨脚的,gre
heckle,'hekl,"vt. 诘问, 以麻梳梳理, 激烈质问\nn. 针排",gre
hectic,'hektik,"a. 脸上发红, 发热的, 潮热的, 肺病的\nn. 脸红, 潮热病人",toefl ielts gre
hector,'hektә,"n. 威吓者, 虚张声势的人\nvt.vi. 说大话, 吓唬, 折磨, 愚弄",gre
hedge,hedʒ,"n. 树篱, 障碍, 套头交易\nvt. 用树篱围, 套期保值, 妨碍, 两面下注以防...的损失\nvi. 筑树篱, 躲闪, 两面下注以防损失\na. 树篱的, 偷偷摸摸的",cet4 cet6 ky ielts gre
hedgehog,'hedʒhɒg,"n. 豪猪, 刺猬, 难交朋友的人, 防卫森严的阵地",gre
hedonic,hi:'dɒnik,"a. 快乐的, 快乐论的\nn. 快乐论",gre
hedonism,'hi:dәunizm,"n. 快乐论, 享乐主义\n[医] 享乐主义, 欢乐主义",gre
hedonist,'hi:dәunist,"n. 快乐主义者, 享乐主义者",gre
heed,hi:d,"n. 注意, 留心\nv. 注意, 留心",toefl gre
heedless,'hi:dlis,"a. 不注意的, 不留心的, 不谨慎的",toefl
heel,hi:l,"n. 脚后跟, 踵, 后部, 倾侧\nvt. 尾随, 装以鞋跟, 倾侧, 追赶\nvi. 紧随, 用脚后跟传球",gk cet4 cet6 ky toefl
hegemony,hi:'dʒemәni,"n. 霸权, 领导权, 支配权, 拥有支配权的政府\n[法] 霸权, 盟主权",gre
height,hait,"n. 高度, 海拔, 高地, 顶点\n[化] 高度",zk gk cet4 cet6 ky toefl ielts
heighten,'haitn,"vt. 增高, 提高, 加强\nvi. 升高, 变大",cet6 ky toefl ielts
heinous,'heinәs,"a. 可憎的, 令人发指的",gre
heir,єә,"n. 继承人, 嗣子, 后嗣\n[法] 继承人, 后嗣",cet4 cet6 ky toefl ielts gre
heirloom,'єәlum,"n. 传家宝, 动产继承物\n[法] 祖传动产, 传家宝",gre
helicopter,'helikɒptә,n. 直升机\nvt. 由直升机运送\nvi. 乘直升机,gk cet4 cet6 ky ielts
heliotrope,'hi:liәtrәup,"n. 天芥菜属植物, 淡紫色\n[化] 向阳植物; 鸡血石",gre
helium,'hi:liәm,n. 氦\n[化] 氦,toefl
hell,hel,"n. 地狱, 邪恶势力, 苦境, 阴间, 毁坏, 训斥\nvi. 狂饮, 飞驰",cet4 cet6 ky ielts
hello,hә'lәu,"interj. 喂, 嘿",zk gk
helm,helm,"n. 舵, 驾驶盘, 枢机, 头盔\nvt. 给...掌舵, 指挥, 给...戴头盔",gre
helmet,'helmit,"n. 钢盔, 盔, 防护帽\nvt. 给...戴头盔",gk cet4 cet6 ky ielts gre
helot,'helәt,"n. 希洛人(古斯巴达奴隶), 奴隶, 农奴",gre
help,help,"n. 帮忙, 帮助者, 补救办法, 有益的东西\nvt. 帮助, 帮忙, 接济, 治疗, 款待\nvi. 有用, 救命, 招待\n[计] 帮助, 帮助程序; DOS外部命令: DOS命令的电子文件帮助程序",zk gk
helper,'helpә,"n. 帮忙者, 有益的东西\n[机] 助手",toefl
helpful,'helpful,"a. 有帮助的, 有益的, 有用的",zk gk cet4 cet6 ky toefl
helpless,'helplis,"a. 无助的, 无能为力的, 无依无靠的",cet4 cet6 toefl
helpline,ˈhelplaɪn,n. 热线服务电话,ielts
helve,helv,n. 柄\nvt. 装柄于,gre
hem,hem,"n. 边缘, 折边, 哼声\nvt. 缝边, 包围, 关闭\nvi. 做折边, 发哼声\ninterj. 哼",toefl gre
hemisphere,'hemisfiә,"n. 半球, 地球的半面, 大脑半球\n[医] 半球",cet6 ky toefl ielts gre
hemophilia,.hi:mә'filiә,n. 血友病,gre
hemorrhage,'hemәridʒ,n. 出血\n[医] 出血,gre
hemostat,'hi:mәstæt,"n. 止血钳子, 止血剂\n[医] 止血器, 止血剂",gre
hen,hen,"n. 母鸡, 雌禽",zk gk cet4 ky
hence,hens,"adv. 因此, 从此",cet4 cet6 ky toefl ielts
henceforth,hens'fɒ:θ,"adv. 自此以后, 今后",cet6 ky ielts
henpecked,'henpekt,"a. 怕老婆的, 惧内的, 老婆当家的",gre
hens,henz,n. 母鸡( hen的名词复数 ); 雌禽,ielts
hepatitis,.hepә'taitis,n. 肝炎\n[医] 肝炎,gre
her,hә:,"pron. 她的, 她",zk gk
herald,'herәld,"n. 使者, 传令官, 先驱\nvt. 预报, 宣布, 传达, 欢呼",cet6 toefl gre
herb,hә:b,"n. 药草, 香草\n[医] 草, 草本, 草药",gk cet6 ky toefl ielts
herbaceous,hә'beiʃәs,"a. 草本的, 叶状的, 绿色的\n[医] 草的",gre
herbicide,'hә:bisaid,n. 除草剂\n[化] 除草剂,gre
herbivorous,hә'bivәrәs,"a. 食草的\n[医] 草食的, 食草的",gre
herculean,",hә:kju:'ljәn",a. 魁梧有力的,toefl
herd,hә:d,"n. 兽群, 人群, 牧人\nvt. 群集, 使成群, 放牧\nvi. 聚在一起",cet4 cet6 ky toefl ielts gre
herder,'h\\\\:dә(r),"n. 牧人, (美)(非正式)监狱看守\n[计] 首部, 首标, 标题, 头标, 报头, 管座, 端板",toefl
herdsman,'hә:dzmәn,"n. 牧人, 牧主",gre
here,hiә,"adv. 在这里, 此时, 这里\nn. 这里",zk gk
hereditary,hi'reditәri,"a. 世袭的, 遗传的\n[医] 遗传的",ielts gre
heredity,hi'rediti,"n. 遗传, 形质遗传\n[医] 遗传",toefl
heresy,'herәsi,"n. 异端, 异教\n[法] 异端邪说, 异教, 信奉异教",toefl gre
heretic,'herәtik,"n. 异教徒, 异端者",gre
heretical,hi'retikәl,"a. 异教的, 异端的",gre
heritage,'heritidʒ,"n. 遗产, 祖先遗留物, 继承物\n[医] 遗传性",cet6 ky toefl ielts
hermetic,hә:'metik,"a. 奥妙的, 密封的, 不透气的, 不漏气的, 与外界隔绝的\n[计] 全密封的",gre
hermit,'hә:mit,"n. 隐士, 隐居者",toefl gre
hero,'hiәrәu,"n. 英雄, 超越常人者, 男主角",zk gk cet4 cet6 ky ielts
heroic,hi'rәuik,"a. 英勇的, 英雄式的, 壮丽雄伟的\nn. 英雄诗, 史诗, 英勇行为",cet4 cet6 ky
heroin,'herәuin,"n. 海洛因, 吗啡\n[化] 海洛因; 二醋吗啡; 二乙酰吗啡",ky
heroine,'herәuin,"n. 巾帼英雄, 烈妇, 女主角\n[化] 海洛因; 二醋吗啡; 二乙酰吗啡",gk cet4 cet6 ky ielts
heroism,'herәuizm,"n. 英勇, 勇敢事迹, 豪侠行为",toefl
herpetologist,,n. 爬虫学者,gre
hers,hә:z,pron. 她的,zk gk
herself,hә:'self,"pron. 她自己, 她亲自",zk gk
hesitate,'heziteit,"vi. 犹豫, 迟疑, 踌躇, 支吾, 停顿",cet4 cet6 ky toefl
heterodox,'hetәrәdɒks,"a. 非正统的, 异端的",gre
heterogeneous,.hetәrәu'dʒi:njәs,"a. 异种的, 异质的, 由不同成分形成的\n[医] 不均匀的, 多相的, 异质的",toefl gre
hew,hju:,"vt. 砍, 砍倒, 砍成\nvi. 砍, 劈, 坚持",toefl gre
hexagon,'heksәgәn,"n. 六角形, 六边形\n[机] 六角, 六角形, 六角边",toefl gre
hey,hei,interj. 嗨,gk
heyday,'heidei,n. 全盛期\ninterj. 嘿,toefl gre
hi,hai,interj. 喂,gk
hiatus,hai'eitәs,"n. 裂缝, 中断, 空隙, 间隙, 裂孔, (稿件)脱字, 漏句\npl. 裂缝, 中断, 空隙, 间隙, 裂孔, (稿件)脱字, 漏句",gre
hibernate,'haibәneit,"vi. 过冬, 冬眠, 避寒",gk toefl gre
hibernation,.haibә'neiʃәn,"n. 过冬, 冬眠, 避寒\n[医] 冬眠, 冬蛰",gk toefl
hide,haid,"n. 兽皮, 迹象, 躲藏处\nvt. 藏, 隐瞒, 遮避, 剥...的皮, 隐藏\nvi. 躲藏\n[计] 隐藏",zk gk cet4 cet6 ky toefl gre
hidebound,'haidbaund,"a. 思想偏狭顽固的, 死板的, 量小的\n[医] 绷紧的, 包紧的(皮肤)",gre
hideous,'hidiәs,"a. 丑恶的, 可憎的, 令人沮丧的",toefl gre
hie,hai,"vt. 使急行, 催促",gre
hierarchy,'haiәrɑ:ki,"n. 等级制度, 僧侣统治, 等级体系\n[计] 分级结构; 分层结构; 新闻组, 新闻组分层",cet6 ky toefl ielts gre
hieroglyph,'haiәrәglif,"n. 象形文字, 图画文字",gre
hieroglyphic,.haiәrәu'ɡlifik,n. 象形文字；象形文字写的文章,gre
